order_id,customer_age,customer_tenure_days,product_category,product_price,days_since_last_purchase,previous_returns,product_rating,discount_applied,size_purchased,is_return
1681,39,75,Electronics,35.53,13,1,4.9,0,,0
4611,35,47,Home_Decor,67.64,5,0,3.2,0,,0
2393,18,6,Fashion,54.32,13,0,3.6,0,M,0
641,30,980,Fashion,124.48,121,1,4.5,1,XL,0
9555,29,20,Fashion,21.16,10,0,3.7,1,S,0
401,18,898,Home_Decor,40.84,114,0,4.4,0,,0
8861,38,17,Fashion,155.62,29,1,4.7,1,L,1
3068,35,164,Fashion,20.87,26,1,4.1,1,L,1
815,47,350,Electronics,46.47,159,1,4.2,1,,0
8124,34,556,Electronics,33.1,7,0,3.4,1,,0
1774,37,201,Fashion,26.58,5,1,3.2,0,M,0
4987,32,78,Fashion,89.22,13,0,4.8,0,S,0
8589,26,162,Home_Decor,40.27,63,0,4.4,0,,0
437,54,455,Fashion,66.88,85,1,3.9,0,L,0
671,49,182,Fashion,11.04,95,2,3.6,1,M,0
4210,21,206,Electronics,27.57,1,1,4.0,0,,0
4465,28,349,Electronics,15.65,17,0,4.5,0,,0
3808,18,72,Fashion,10.0,51,0,2.9,0,S,1
4576,32,93,Home_Decor,36.19,8,0,4.0,0,,1
8613,37,117,Fashion,60.51,20,0,3.6,0,L,1
3038,37,206,Fashion,36.61,52,1,3.9,1,M,1
7871,53,6,Electronics,87.38,143,1,3.7,0,,0
3984,21,7,Fashion,33.43,5,0,3.3,0,S,1
2322,44,704,Home_Decor,113.0,76,1,3.3,0,,0
2782,27,162,Home_Decor,69.91,14,0,4.0,0,,0
6737,44,548,Fashion,78.06,77,1,4.4,1,M,0
5182,29,674,Electronics,319.53,59,0,4.5,0,,0
1481,43,55,Fashion,15.76,47,1,3.9,0,L,0
436,35,543,Fashion,40.13,5,0,3.6,0,M,0
7689,32,225,Fashion,32.23,109,1,4.6,0,XL,1
8453,24,193,Home_Decor,27.21,13,1,5.0,1,,0
1392,26,1525,Fashion,24.25,64,1,3.5,0,L,0
1888,40,190,Fashion,57.55,29,1,3.4,0,S,0
2622,44,2247,Fashion,230.82,35,0,4.3,0,S,1
4470,39,438,Electronics,38.58,14,0,4.9,0,,0
6111,47,595,Home_Decor,11.2,29,0,3.8,0,,0
1946,30,436,Electronics,36.42,17,1,4.3,0,,0
2339,35,108,Fashion,10.32,101,2,3.4,0,S,1
8715,48,31,Electronics,29.72,10,0,3.4,0,,0
1899,41,1533,Fashion,31.81,30,0,4.2,1,S,0
6108,24,499,Electronics,27.33,91,1,5.0,0,,0
4869,36,54,Home_Decor,159.83,27,0,3.4,0,,0
9160,49,394,Fashion,112.11,17,1,4.2,0,L,0
7315,21,691,Home_Decor,33.18,22,0,3.5,0,,0
7998,24,689,Home_Decor,113.69,41,0,3.1,1,,0
9815,33,579,Fashion,13.86,171,1,4.3,1,M,0
7296,29,851,Electronics,10.0,1,0,4.0,0,,0
5704,27,452,Fashion,93.68,12,0,3.0,0,M,0
8752,41,285,Fashion,219.09,59,0,4.2,0,L,0
5830,51,44,Electronics,25.74,4,0,3.4,0,,0
9651,48,385,Fashion,35.04,41,0,4.0,1,XL,0
6189,34,63,Electronics,61.57,23,0,3.9,1,,0
8336,39,27,Electronics,112.36,51,0,4.2,1,,1
4020,33,314,Fashion,22.85,3,0,4.5,0,M,1
451,34,1164,Electronics,90.77,2,0,2.4,1,,0
3603,59,175,Fashion,61.63,52,1,4.2,0,S,1
8121,48,90,Fashion,56.84,68,0,3.4,0,L,0
4175,32,635,Home_Decor,52.54,1,1,3.1,0,,0
3493,40,285,Fashion,130.84,33,1,4.0,0,XL,0
5788,58,74,Home_Decor,10.0,27,1,2.8,0,,0
8536,43,320,Home_Decor,100.98,22,0,5.0,0,,0
4511,20,523,Fashion,30.22,132,0,4.9,0,XL,0
9359,30,268,Fashion,12.6,13,0,4.3,1,M,0
4837,29,343,Fashion,50.2,31,0,4.6,1,M,1
5064,18,333,Fashion,34.22,2,0,3.9,0,XL,1
6715,18,846,Home_Decor,56.03,184,0,4.3,1,,0
8713,20,67,Electronics,45.42,73,1,4.4,0,,0
9070,43,391,Fashion,32.78,42,1,4.2,1,S,0
2686,38,913,Electronics,121.72,2,0,2.9,0,,1
2950,18,442,Fashion,33.95,10,0,4.2,1,S,1
2083,18,102,Electronics,35.71,5,2,3.0,1,,0
8574,49,180,Electronics,95.92,70,0,3.9,0,,0
9014,36,625,Fashion,72.57,35,0,4.1,0,S,0
8716,41,304,Fashion,99.19,27,0,3.5,0,XL,0
2890,39,828,Fashion,16.72,16,0,3.5,1,S,0
2179,59,165,Home_Decor,58.59,32,0,4.1,0,,0
5774,24,60,Electronics,104.92,148,0,4.4,0,,0
6183,18,1353,Electronics,10.0,17,1,4.2,0,,0
1959,47,147,Fashion,20.65,139,1,3.7,1,XL,0
9207,47,230,Fashion,16.78,11,2,4.2,0,M,0
9682,18,527,Fashion,19.78,8,1,4.7,0,XXL,0
964,43,46,Fashion,13.83,51,2,4.2,0,M,1
305,34,615,Fashion,80.72,5,0,4.3,0,M,0
2113,35,825,Electronics,55.92,5,1,4.3,0,,1
3488,42,211,Fashion,52.74,10,0,3.9,1,S,0
1224,39,668,Fashion,29.36,16,0,3.5,1,M,0
707,19,223,Fashion,62.91,10,0,3.9,0,S,1
8647,18,346,Home_Decor,18.5,112,1,3.5,1,,1
2477,32,438,Fashion,25.94,21,1,4.5,0,L,0
1525,30,245,Fashion,10.27,7,0,5.0,0,S,0
3348,54,287,Fashion,77.87,40,1,3.3,1,L,0
5622,18,51,Fashion,10.0,3,0,4.4,0,L,1
2415,47,176,Electronics,76.76,28,0,3.1,0,,0
2502,46,562,Fashion,41.86,25,0,4.5,0,L,1
6022,39,161,Fashion,34.23,189,0,4.3,1,S,0
9932,24,343,Fashion,26.28,30,0,4.6,0,L,1
5943,35,935,Fashion,28.7,51,1,4.5,0,L,0
3890,45,278,Electronics,34.37,36,1,3.9,1,,0
7021,59,658,Fashion,64.08,24,0,3.9,0,S,1
1200,51,108,Fashion,14.41,8,0,4.1,0,M,0
221,62,1121,Electronics,73.99,30,0,3.2,1,,0
4198,18,366,Electronics,40.71,28,0,2.8,0,,0
1087,47,78,Fashion,37.64,44,0,4.1,0,L,0
2380,38,215,Fashion,30.26,1,1,4.2,1,XL,0
4649,18,251,Home_Decor,267.19,102,0,4.0,0,,0
3478,18,40,Fashion,19.02,3,1,3.9,1,L,0
9527,20,95,Fashion,78.08,10,0,3.0,0,S,1
6568,32,240,Fashion,38.73,32,1,4.2,0,L,0
479,71,1054,Fashion,68.4,50,0,3.5,1,L,1
9743,18,571,Home_Decor,240.85,11,0,3.2,0,,1
4915,19,40,Fashion,55.02,26,1,3.9,0,S,1
2652,53,321,Fashion,13.34,9,3,3.0,0,S,0
4928,37,449,Fashion,10.0,78,1,4.0,0,XL,0
9059,18,377,Fashion,27.74,48,0,4.8,0,S,0
8957,21,366,Home_Decor,29.81,110,0,3.7,1,,0
826,52,215,Fashion,10.0,26,2,3.9,0,XXL,0
8873,18,472,Fashion,18.1,101,0,3.8,0,S,0
5264,40,265,Fashion,30.99,101,1,3.7,0,XL,0
1047,42,76,Electronics,165.05,29,0,3.8,0,,0
1413,40,75,Electronics,17.18,1,0,4.8,0,,0
1848,24,68,Fashion,10.0,28,0,4.3,0,S,0
6961,48,423,Fashion,106.06,43,0,4.4,1,S,0
403,35,188,Electronics,27.35,36,1,4.2,0,,0
3175,22,142,Home_Decor,120.66,73,0,3.4,0,,0
4523,40,76,Fashion,21.81,128,0,4.3,1,L,0
5586,26,227,Fashion,35.6,47,1,3.5,0,M,0
3878,37,265,Fashion,13.36,37,1,4.6,0,S,0
7823,29,1316,Fashion,31.29,45,1,5.0,0,M,0
3415,28,101,Fashion,25.79,13,0,3.4,0,M,0
3372,20,180,Fashion,27.05,20,0,3.3,1,L,0
2733,41,355,Fashion,66.7,3,1,4.7,0,XS,0
7917,31,219,Home_Decor,47.8,36,1,3.2,1,,0
6930,22,205,Fashion,97.36,85,0,4.0,1,M,0
9585,48,347,Electronics,59.35,179,0,4.0,1,,0
1473,33,156,Electronics,14.38,30,0,4.4,0,,0
9172,35,244,Fashion,34.49,2,0,4.2,0,L,1
5029,50,48,Home_Decor,33.75,8,0,3.3,1,,1
1790,51,44,Fashion,203.0,11,0,4.1,0,XL,1
6336,36,30,Fashion,10.0,21,1,4.6,0,S,1
6288,43,846,Fashion,10.0,0,0,5.0,0,XXL,0
6573,60,419,Fashion,10.0,200,1,5.0,0,L,1
288,42,447,Fashion,138.56,45,1,3.4,1,M,1
3324,38,182,Fashion,54.03,18,0,4.6,0,M,0
3232,18,27,Fashion,22.05,37,0,3.3,0,L,0
7959,36,975,Electronics,50.94,18,1,4.3,1,,0
3061,38,182,Fashion,28.89,109,0,4.0,0,XXL,0
9969,35,500,Fashion,30.65,1,0,4.7,0,L,0
1443,37,645,Electronics,74.25,52,0,4.0,0,,0
3147,26,170,Home_Decor,22.52,79,0,3.7,0,,1
3784,20,62,Fashion,90.7,28,2,3.9,1,L,0
769,27,148,Fashion,64.58,21,0,3.9,1,L,0
4591,27,605,Electronics,36.01,32,1,4.6,1,,0
5421,35,170,Electronics,10.0,21,0,3.4,0,,0
1851,27,1142,Electronics,29.92,77,1,2.4,1,,0
1928,31,657,Electronics,197.01,10,0,4.5,0,,0
4266,40,14,Fashion,12.99,16,0,5.0,0,L,0
8699,33,289,Home_Decor,10.0,19,0,4.0,1,,0
4817,50,738,Electronics,10.0,6,0,4.2,0,,0
3270,42,69,Electronics,71.56,27,0,5.0,0,,0
611,42,199,Electronics,26.0,21,2,5.0,0,,0
6290,31,614,Fashion,70.55,7,1,4.4,0,M,1
5895,40,45,Fashion,75.83,25,1,3.8,0,M,0
8396,45,174,Electronics,97.27,10,1,3.3,0,,0
2670,42,114,Electronics,66.89,20,1,4.8,0,,0
533,34,1,Electronics,82.3,37,0,3.9,0,,0
8911,24,310,Fashion,10.0,19,0,4.3,0,M,1
237,18,727,Fashion,55.74,75,1,4.2,0,L,0
5663,35,551,Electronics,26.16,5,0,4.2,0,,0
2044,36,19,Fashion,185.94,19,0,3.2,0,L,0
645,32,75,Fashion,21.71,100,1,3.3,1,S,0
3912,37,256,Fashion,32.34,22,1,3.5,0,M,0
9449,30,834,Fashion,31.12,52,0,3.1,0,L,0
1834,38,848,Home_Decor,19.62,21,0,4.2,0,,0
484,37,16,Fashion,17.3,7,1,4.7,1,L,0
214,42,594,Electronics,37.28,84,1,3.0,0,,0
8742,53,155,Fashion,47.38,13,0,5.0,0,S,0
6216,18,147,Electronics,11.49,73,1,4.6,0,,0
7667,22,589,Electronics,20.27,7,1,4.3,1,,0
2364,48,1075,Electronics,20.32,101,0,5.0,1,,0
3075,26,911,Fashion,17.37,97,1,3.6,0,XL,0
2462,43,152,Fashion,139.06,2,0,3.6,0,L,0
2456,52,343,Home_Decor,57.94,13,0,3.7,0,,0
3606,25,361,Fashion,41.82,8,0,4.1,1,L,0
8152,28,85,Fashion,10.0,191,0,3.7,1,M,0
4689,18,119,Electronics,94.95,125,0,2.5,0,,0
6165,53,118,Fashion,12.06,46,0,4.2,0,L,0
4115,54,27,Electronics,10.0,15,1,4.3,1,,1
699,46,65,Fashion,12.95,36,1,2.0,1,M,1
4901,30,559,Fashion,106.52,0,1,3.6,0,L,0
6744,18,20,Fashion,84.96,33,1,3.9,1,S,0
8916,40,301,Electronics,25.29,34,0,3.2,0,,1
5955,41,211,Electronics,52.27,7,2,4.8,0,,0
6101,27,440,Electronics,30.53,8,0,3.5,1,,0
9553,41,106,Electronics,10.0,52,1,3.7,0,,1
6815,18,378,Fashion,63.47,7,0,3.6,0,XXL,1
2169,32,197,Electronics,15.38,42,1,4.1,0,,0
2150,18,164,Fashion,27.88,10,0,4.3,0,M,0
5575,23,7,Fashion,21.12,79,1,3.2,1,L,0
1920,29,72,Fashion,18.61,46,0,3.1,1,L,0
4330,30,395,Home_Decor,31.25,45,0,3.8,0,,0
3960,37,482,Electronics,39.67,4,0,3.9,0,,0
9067,24,289,Electronics,32.95,89,3,3.9,0,,1
3046,18,704,Fashion,12.5,108,0,3.2,1,L,0
7527,47,169,Electronics,80.31,204,0,4.1,0,,0
6363,28,978,Electronics,47.19,80,0,4.3,0,,0
9873,31,744,Electronics,10.0,25,0,4.8,1,,0
9809,18,94,Fashion,16.72,14,0,3.2,1,L,0
5024,18,123,Electronics,37.29,30,0,5.0,1,,0
1588,30,904,Electronics,38.96,8,0,4.3,1,,0
4609,43,264,Fashion,10.0,24,0,4.4,1,XXL,0
4585,32,203,Fashion,54.83,11,3,4.8,0,XL,0
8178,53,1030,Fashion,45.14,37,0,3.7,0,S,1
7650,22,438,Fashion,14.34,197,0,3.6,1,S,0
8894,22,70,Fashion,17.18,36,1,4.0,1,XXL,1
1002,46,721,Electronics,82.68,5,1,4.2,0,,0
3422,34,1066,Fashion,105.58,39,1,4.2,0,L,0
7834,31,244,Electronics,13.24,46,2,4.9,0,,1
8756,50,341,Home_Decor,170.15,55,0,4.4,0,,1
2095,47,6,Fashion,62.93,59,0,3.5,0,L,1
1628,50,514,Electronics,23.45,34,0,4.3,0,,0
910,60,240,Fashion,62.32,41,2,3.7,0,M,0
322,42,9,Electronics,10.0,18,0,3.9,0,,0
806,31,148,Fashion,38.72,95,0,3.8,0,XL,1
149,41,573,Fashion,145.2,45,0,4.3,0,M,0
2639,22,337,Electronics,45.08,44,0,4.3,1,,0
1039,37,299,Fashion,50.88,92,0,4.3,0,L,0
2041,26,114,Electronics,48.09,59,1,4.5,1,,0
1911,55,55,Fashion,28.01,22,0,3.5,1,L,0
7803,25,176,Fashion,77.76,365,1,4.2,0,M,1
903,35,57,Fashion,68.54,48,0,4.7,0,S,0
675,18,134,Home_Decor,162.06,24,0,4.3,0,,0
7018,24,255,Fashion,55.11,4,1,3.5,1,XL,1
5950,18,891,Electronics,52.65,87,1,3.7,0,,1
4725,34,769,Electronics,37.21,25,0,4.0,1,,0
6144,43,1172,Fashion,54.5,30,1,2.9,0,S,0
8097,48,163,Electronics,56.02,169,1,4.7,0,,0
4895,22,294,Electronics,34.87,56,0,2.5,0,,0
8555,46,695,Home_Decor,26.0,16,1,3.8,1,,0
5919,42,463,Electronics,10.0,36,0,3.4,1,,0
8021,18,647,Fashion,113.41,14,0,4.3,0,L,0
7360,58,8,Electronics,66.69,7,0,4.5,1,,0
6711,47,123,Fashion,71.16,67,0,3.6,0,XL,1
1097,35,570,Fashion,22.28,40,1,4.1,0,S,1
2707,36,15,Fashion,10.0,0,0,4.9,0,XS,1
6513,25,644,Fashion,31.36,61,0,5.0,0,S,0
9212,23,58,Fashion,121.46,8,0,5.0,0,M,0
1871,21,737,Fashion,23.09,10,1,4.2,0,XXL,0
9644,35,360,Home_Decor,40.42,87,0,4.2,0,,0
3610,30,277,Home_Decor,10.0,15,0,4.4,1,,1
490,45,48,Fashion,29.79,286,1,4.5,0,S,0
8548,49,42,Fashion,43.62,52,1,4.7,0,L,1
5019,36,62,Electronics,24.07,7,2,4.2,1,,0
9088,58,6,Fashion,140.7,15,0,3.7,1,XS,1
2143,37,107,Fashion,55.74,158,1,4.2,0,S,0
4565,44,476,Fashion,20.28,19,0,4.0,0,M,0
2324,55,316,Fashion,107.46,158,0,4.1,1,M,1
7669,34,518,Fashion,36.24,48,1,4.8,0,L,1
9874,51,90,Fashion,46.89,53,0,3.9,1,M,1
692,48,128,Home_Decor,14.77,89,1,3.3,0,,0
5153,41,620,Electronics,20.43,38,1,4.1,0,,1
5333,38,378,Electronics,47.89,172,0,3.6,1,,1
2295,25,766,Fashion,200.97,23,0,4.5,0,M,0
203,47,455,Fashion,37.36,20,0,3.5,0,XXL,1
8575,33,4,Fashion,18.11,56,0,3.5,0,M,0
4207,40,268,Fashion,105.18,1,1,4.7,0,XS,1
2791,42,415,Fashion,21.77,7,2,4.2,0,M,0
3191,30,8,Home_Decor,11.63,14,0,3.9,0,,1
2708,35,389,Home_Decor,32.83,98,0,3.8,0,,1
9631,59,83,Fashion,83.82,15,0,4.4,0,S,1
9593,50,690,Fashion,23.19,28,1,4.2,0,L,0
1762,43,33,Fashion,24.07,64,0,4.1,0,S,1
9599,41,384,Electronics,32.34,52,0,5.0,0,,0
2471,47,114,Fashion,10.6,30,1,2.5,1,L,0
8382,38,8,Electronics,61.45,53,1,3.7,0,,0
9845,29,1485,Electronics,16.27,37,0,3.2,0,,0
3750,18,344,Electronics,10.0,53,0,3.8,0,,0
1673,30,143,Electronics,47.52,67,1,3.6,1,,1
8438,37,52,Home_Decor,10.0,48,0,4.1,1,,0
8648,32,512,Electronics,20.14,2,1,4.5,0,,0
7477,18,385,Electronics,199.75,16,1,3.8,0,,0
2836,31,1018,Fashion,49.6,16,1,4.7,0,S,1
4310,29,853,Home_Decor,28.84,36,0,3.2,0,,0
3686,24,1165,Electronics,10.0,52,1,3.4,0,,0
7726,18,722,Electronics,51.12,56,1,4.7,1,,0
2548,28,282,Fashion,51.27,5,1,3.1,0,L,0
175,38,221,Electronics,66.13,0,0,3.8,0,,0
1064,18,139,Fashion,169.89,11,1,3.2,1,M,0
2859,49,583,Fashion,36.24,15,0,3.9,1,M,1
813,52,433,Fashion,14.98,23,1,3.8,0,L,0
5793,38,50,Fashion,61.46,37,0,4.2,0,M,0
8674,49,365,Fashion,30.63,81,0,4.2,0,M,0
471,31,790,Fashion,35.73,82,0,3.5,0,S,0
3788,24,1630,Electronics,61.3,204,0,4.1,0,,0
5800,27,41,Home_Decor,10.0,108,1,3.6,1,,0
9128,25,282,Home_Decor,115.44,28,2,4.2,0,,1
853,27,193,Fashion,180.85,138,2,3.2,0,L,1
3079,37,373,Fashion,30.28,17,0,3.6,0,L,0
1026,40,67,Home_Decor,14.39,21,0,3.6,1,,1
1686,49,158,Fashion,11.18,85,1,3.2,0,L,0
4240,34,23,Fashion,10.0,3,0,4.9,0,L,1
4819,42,220,Electronics,56.84,41,3,3.5,0,,0
6972,34,94,Electronics,88.59,144,2,4.3,0,,0
5752,20,1201,Electronics,38.07,65,3,3.4,0,,0
5605,40,362,Electronics,126.38,186,1,4.4,0,,0
3077,44,232,Electronics,10.0,146,1,3.9,0,,0
3613,32,125,Home_Decor,24.04,48,0,5.0,0,,0
9278,39,0,Fashion,36.08,42,2,3.5,0,M,0
2566,30,227,Fashion,33.87,47,1,4.4,0,L,1
3829,49,150,Fashion,35.03,110,0,4.1,1,M,0
5063,30,238,Fashion,107.92,15,0,3.6,0,L,1
1349,18,1053,Fashion,10.0,17,1,4.7,0,L,0
1617,38,217,Fashion,23.69,60,1,3.9,0,XL,0
4289,53,64,Fashion,22.25,40,0,4.4,0,XL,0
209,41,356,Fashion,10.0,37,0,4.3,0,XL,1
3809,42,31,Electronics,17.01,7,0,3.9,0,,1
7388,38,1232,Electronics,24.81,7,1,3.3,0,,0
3661,30,447,Fashion,59.07,48,0,4.1,0,L,0
7203,44,445,Electronics,33.61,24,2,3.9,0,,0
1205,35,376,Electronics,14.45,81,1,4.0,0,,0
6803,18,37,Fashion,16.57,84,0,4.3,0,L,0
8159,40,1241,Fashion,12.73,0,0,3.9,1,M,1
7957,34,180,Fashion,28.03,100,0,4.8,1,M,0
5483,35,482,Fashion,156.88,1,1,4.9,0,S,0
3939,30,336,Electronics,40.33,32,1,3.9,1,,1
4294,32,530,Electronics,19.48,123,1,4.5,1,,0
3336,18,10,Fashion,25.02,22,0,4.3,1,XL,0
2242,42,26,Fashion,51.32,71,0,4.0,0,L,0
3870,46,176,Home_Decor,33.17,49,1,4.2,1,,0
5365,32,440,Fashion,28.93,25,0,4.1,0,L,0
2010,46,528,Electronics,10.0,7,1,3.5,0,,0
2785,29,1634,Fashion,153.59,12,0,3.7,0,XL,0
5576,18,37,Fashion,65.0,189,0,3.3,1,M,1
7500,32,600,Home_Decor,79.95,118,2,4.3,0,,0
6706,21,467,Fashion,46.56,45,0,4.3,1,M,0
5949,18,249,Fashion,11.28,73,0,4.3,1,M,0
7588,44,348,Electronics,43.92,0,0,3.7,0,,0
211,41,288,Electronics,29.57,12,0,3.2,1,,0
3328,27,2,Fashion,12.73,1,0,4.2,0,M,1
3034,23,46,Fashion,15.56,62,0,3.1,1,L,0
5471,53,94,Fashion,20.25,122,2,3.2,0,L,0
7331,70,213,Fashion,13.13,70,1,4.1,0,M,1
895,51,335,Fashion,10.0,13,0,4.1,0,M,0
7206,36,207,Electronics,19.93,32,0,4.9,0,,0
6341,23,53,Fashion,20.66,5,0,3.2,1,M,0
5306,47,483,Home_Decor,119.51,7,0,5.0,0,,0
2564,38,352,Fashion,60.43,19,0,3.5,0,L,1
4439,30,473,Fashion,34.1,84,0,4.8,1,S,1
7152,43,597,Fashion,84.88,26,0,4.2,0,M,0
5743,35,245,Electronics,15.78,14,2,3.8,0,,1
7343,45,195,Fashion,19.54,1,0,3.1,1,XXL,0
6669,39,260,Fashion,21.13,40,0,5.0,0,XXL,1
4970,52,69,Fashion,20.72,44,0,4.3,0,L,0
1764,18,830,Fashion,74.29,48,0,3.7,0,S,0
1204,41,135,Home_Decor,12.0,4,0,3.0,0,,0
8458,35,684,Electronics,25.39,150,0,3.7,0,,0
6801,23,186,Electronics,34.26,71,1,3.8,1,,0
4151,34,269,Fashion,26.96,3,1,4.4,0,M,0
6819,34,1303,Electronics,44.04,69,0,4.2,0,,1
1939,48,550,Fashion,73.18,2,0,4.6,0,S,0
3867,38,192,Fashion,49.36,61,0,4.4,1,XL,0
9587,39,41,Fashion,25.55,14,1,4.1,1,L,0
8210,39,132,Fashion,56.98,62,0,4.1,0,XS,0
4857,45,74,Fashion,195.37,16,0,3.6,0,L,1
6327,28,691,Electronics,46.01,10,1,4.1,0,,0
6223,33,133,Fashion,10.0,26,1,4.3,0,XS,0
3379,41,932,Fashion,35.76,67,1,4.1,0,M,1
9837,47,163,Home_Decor,76.46,6,0,3.3,0,,0
5009,26,418,Fashion,18.91,0,0,3.8,0,XS,0
1919,32,1477,Fashion,71.53,11,0,3.4,0,L,1
2647,30,68,Electronics,26.52,46,1,4.5,0,,0
9773,18,337,Fashion,25.04,130,0,3.0,0,M,1
3935,35,420,Home_Decor,24.09,53,1,3.9,0,,0
2302,23,337,Fashion,45.71,157,0,4.6,1,M,0
1536,18,609,Electronics,15.16,67,0,5.0,1,,0
9412,24,150,Electronics,143.01,7,0,2.6,0,,1
4172,33,705,Electronics,10.0,11,2,3.7,0,,1
6026,36,264,Fashion,43.22,53,0,4.8,0,M,0
5189,23,292,Electronics,21.95,25,1,4.4,0,,0
5040,39,5,Electronics,36.02,74,1,3.8,0,,0
3965,27,245,Electronics,41.09,121,0,3.9,1,,0
3999,54,360,Home_Decor,10.0,15,0,3.2,0,,0
7341,27,451,Electronics,30.23,16,1,4.1,0,,0
7368,29,611,Fashion,64.74,10,0,4.0,0,M,0
9237,41,434,Fashion,49.65,233,0,4.8,0,S,0
1212,26,1101,Electronics,84.03,12,2,5.0,1,,0
2266,49,150,Fashion,35.63,9,1,4.5,0,S,0
7546,40,154,Electronics,13.29,34,1,3.9,1,,0
3631,42,254,Electronics,47.53,47,0,3.5,1,,0
3491,31,106,Home_Decor,17.62,4,0,5.0,0,,0
4867,37,974,Home_Decor,10.0,20,1,3.3,0,,1
856,28,710,Fashion,15.65,29,0,3.3,0,S,1
666,36,725,Fashion,149.97,83,0,4.1,0,M,0
79,36,34,Home_Decor,45.29,51,1,2.8,0,,1
4390,42,986,Fashion,27.11,55,0,3.9,0,L,0
6426,41,91,Home_Decor,73.87,27,1,4.0,0,,0
1452,55,11,Electronics,57.58,65,0,3.1,0,,0
7362,42,41,Fashion,44.19,67,0,3.8,1,XL,0
3883,18,63,Electronics,25.83,42,2,5.0,0,,0
9759,33,343,Electronics,10.0,22,0,5.0,0,,0
7569,49,45,Electronics,38.57,149,0,3.7,0,,0
9792,39,1285,Fashion,40.15,28,0,3.5,0,S,0
7195,43,85,Fashion,29.34,16,0,5.0,0,M,0
6565,34,147,Electronics,24.3,3,0,4.4,0,,0
6700,25,24,Fashion,71.18,27,1,4.5,0,M,1
722,18,69,Fashion,70.76,171,1,4.5,1,S,0
8351,18,48,Fashion,30.15,31,0,4.5,0,S,1
7612,18,10,Fashion,30.52,66,1,4.0,0,XL,0
9437,36,31,Fashion,78.6,47,2,4.2,0,L,1
9043,39,550,Fashion,35.75,25,1,3.3,1,M,0
3198,18,29,Fashion,27.86,17,0,3.3,1,L,1
8511,35,193,Electronics,33.82,43,0,5.0,1,,1
6454,27,12,Fashion,23.92,38,1,4.3,0,L,0
9328,47,223,Electronics,42.24,55,1,4.8,0,,0
4941,42,199,Fashion,71.6,81,1,3.9,1,XL,1
5999,40,344,Fashion,56.22,4,0,3.8,1,S,1
9734,20,17,Electronics,93.27,88,2,2.6,0,,0
2000,26,293,Electronics,124.95,54,0,4.2,1,,0
8887,39,211,Fashion,48.55,11,0,4.5,0,XS,0
6134,35,648,Fashion,33.59,81,1,4.1,0,M,0
7788,27,355,Fashion,28.25,61,3,4.3,0,M,0
5757,41,90,Electronics,21.04,53,0,3.6,0,,0
5360,31,539,Fashion,10.0,24,0,4.3,0,L,1
8893,23,503,Fashion,12.42,26,0,4.1,0,XXL,0
154,37,292,Electronics,17.95,148,0,4.0,0,,0
5445,44,17,Electronics,10.39,17,0,4.0,1,,0
8298,39,149,Electronics,31.68,30,0,4.1,0,,1
2617,26,280,Fashion,69.36,9,0,4.4,0,XL,0
4949,30,200,Fashion,14.96,42,2,2.7,0,M,0
5819,20,74,Fashion,27.67,17,1,3.5,1,M,1
3569,37,42,Fashion,65.22,13,0,4.3,0,L,1
9717,38,87,Electronics,31.14,22,2,4.4,1,,0
9105,23,449,Electronics,23.01,87,0,3.5,0,,1
526,18,307,Fashion,191.71,84,1,4.4,1,S,1
6576,48,362,Electronics,43.05,98,0,4.1,0,,0
6926,19,26,Electronics,62.02,39,0,4.1,0,,0
2756,29,451,Fashion,25.79,30,0,3.7,1,M,0
4325,25,290,Home_Decor,163.1,14,1,3.8,1,,0
5577,26,125,Home_Decor,48.22,34,1,4.5,0,,0
4699,36,473,Fashion,44.35,27,0,4.0,0,L,0
8932,37,540,Electronics,14.24,39,0,3.0,0,,0
2443,19,529,Electronics,23.85,60,1,3.3,0,,0
7083,25,1208,Home_Decor,17.51,0,0,4.5,0,,0
3427,38,773,Fashion,18.3,90,1,3.2,1,L,1
4473,50,439,Electronics,30.03,91,1,3.3,1,,0
1693,45,1108,Electronics,302.32,58,0,4.8,0,,0
3051,18,163,Fashion,26.04,194,1,2.4,0,M,0
3469,29,206,Electronics,35.98,115,1,4.3,1,,0
9591,45,41,Fashion,47.44,19,0,4.3,0,M,0
5740,36,671,Fashion,28.23,77,0,5.0,0,M,0
8573,39,658,Fashion,105.02,3,0,3.4,1,XL,0
6073,37,255,Fashion,61.67,3,2,4.3,0,M,1
7670,34,12,Electronics,67.0,14,0,4.3,1,,0
4541,22,492,Electronics,10.0,123,1,4.7,0,,0
1257,55,297,Fashion,10.0,19,0,4.7,1,L,1
2529,59,622,Fashion,49.62,38,0,3.7,0,XS,1
1069,29,876,Home_Decor,20.99,27,2,4.1,0,,0
5102,41,618,Fashion,56.1,5,0,4.0,0,L,0
2485,28,1126,Electronics,42.57,97,0,3.8,1,,0
5792,18,252,Fashion,57.18,21,1,3.1,0,XL,0
543,41,410,Fashion,74.52,3,0,3.9,0,L,1
875,34,19,Fashion,12.35,14,0,3.6,0,L,1
4309,32,102,Electronics,28.97,14,0,3.6,1,,0
8136,33,120,Fashion,12.64,26,0,3.5,0,S,1
962,50,2328,Electronics,194.18,123,0,3.9,0,,1
5109,22,655,Fashion,98.76,47,1,4.7,0,M,0
9768,35,841,Fashion,26.68,6,0,4.0,0,L,1
